69.948398 44.967594 34.782232 31.922017 42.218363 38.654373 40.035930 36.053849 
71.804423 44.814203 35.069621 32.063399 42.494215 38.761184 39.264055 36.619872 
73.558404 45.645628 35.027243 31.932240 41.946969 38.739950 39.943204 36.140435 
74.662270 45.296401 35.394417 31.852697 42.325902 38.899737 39.649378 36.165869 
74.865509 44.709917 35.358604 32.349176 42.071851 38.718161 39.597618 36.100261 
74.708017 45.272262 35.390514 31.631289 42.190574 38.311720 39.814054 36.267543 
73.868983 45.297508 36.050356 32.313036 42.087884 39.119337 41.577367 36.822910 
74.931726 44.885785 35.020240 31.333342 41.823609 38.443313 39.811760 36.040586 
74.640664 45.093339 35.768197 32.534914 42.172552 38.478286 39.543727 36.058537 
74.145983 45.081050 34.787249 31.687483 41.944848 38.433769 39.798591 36.087062 
74.083761 45.280597 35.373731 31.886206 42.533947 38.956053 39.704029 37.065284 
74.051040 44.917401 35.190785 31.524395 42.748227 38.908175 40.043634 36.676737 
74.550672 45.071353 35.440603 32.025673 42.144234 38.859980 39.801527 36.609302 
74.789135 45.345383 34.944669 31.646820 41.721426 38.600581 39.880302 36.454044 
78.488138 44.931685 35.219208 32.068312 42.166539 38.702465 39.814677 36.240556 
80.344517 45.732293 35.301740 31.929267 42.194284 38.875489 39.852248 38.496976 
80.000359 45.419069 35.293025 31.984000 42.112055 38.349132 40.294324 36.192835 
79.049641 45.252479 35.258296 32.147052 41.933769 39.217588 41.003123 35.990461 
80.184032 45.220899 35.256819 32.014687 42.406534 38.968179 40.283614 36.466559 
80.097136 44.875947 35.107102 32.008559 41.901131 38.988816 40.215920 36.098484 
80.529917 45.365652 35.488227 32.061425 42.076743 38.735209 40.106328 36.638423 
80.690865 45.601647 35.419383 32.010440 41.958808 38.599401 40.111315 36.428972 
79.939427 45.290625 35.169330 31.954589 41.866385 38.451545 39.887177 36.291321 
80.224385 44.819266 35.447302 32.135684 41.978856 38.658668 40.103628 36.228978 
79.786140 44.896946 35.109103 31.991437 42.292783 38.627054 40.456920 36.488215 
76.046715 45.184524 35.437472 32.114011 42.702211 38.821774 39.374160 36.135016 
75.693944 45.829347 35.089748 31.778882 42.020111 38.936805 40.241307 36.456420 
75.615374 45.233492 35.606873 32.321334 42.117997 38.704659 40.043583 36.373363 
75.982931 46.056685 35.254439 31.720560 41.962547 38.831858 39.713291 36.583939 
75.699807 45.337292 35.402342 32.032572 41.997256 38.675792 40.217722 36.126565 
76.222361 45.175213 35.366565 31.845028 42.126099 39.084517 39.984628 36.232916 
76.028968 44.616723 35.088945 31.643873 42.282128 38.517743 39.747421 36.072264 
75.364543 45.247412 35.173380 31.521534 42.209734 39.125836 40.097509 36.028231 
75.608479 45.355332 35.692081 32.486363 41.897210 38.754352 39.742399 36.050140 
75.955867 45.145171 35.016027 31.819473 42.316993 38.500994 39.704816 36.247989 
75.988379 45.967870 35.095862 32.175161 42.156243 38.608752 39.755624 35.684274 
76.540355 45.300691 35.337385 31.679464 42.998599 38.415345 39.949279 36.111094 
75.516743 45.734912 35.589413 31.696173 42.678816 38.646817 39.855468 36.484189 
75.769962 45.079721 35.061111 31.870972 42.149629 38.543321 40.322261 36.104875 
76.170508 45.332783 34.949320 31.478032 42.263567 38.454139 39.788030 36.117027 
76.099733 45.050425 35.139459 32.311173 42.092979 38.670499 39.725883 35.980680 
76.470668 45.224638 36.177184 31.775142 42.033785 38.651469 40.284126 35.990829 
76.537827 45.430920 35.057145 31.969239 42.404844 39.193771 39.410501 35.774917 
75.644339 44.905961 34.768372 31.931692 42.339831 39.143497 40.522888 36.720059 
76.089438 45.496693 35.420767 31.971628 42.238055 38.731542 40.143025 36.262811 
76.098245 45.278875 35.453899 31.368172 42.452739 38.647671 40.222502 35.913940 
76.359703 45.190795 35.365478 32.055700 41.993436 38.954784 40.340520 36.004916 
76.048447 45.221356 35.731223 31.637680 42.328417 38.634778 39.842311 36.114551 
75.954727 45.842664 35.212047 31.820029 42.111808 38.834602 39.374749 36.000827 
76.224529 44.983361 34.911737 31.508537 41.954675 38.860351 40.026111 36.633750 
